02-01,02-02,02-03,02-04,02-05,02-06,02-07
133,6001928015305890,90412765,False,2025-05-03 20:01:36,credit,150000000
90,1766706676366061,47083762,False,2025-03-22 19:01:36,savings,150000000
468,1334078002156832,213623122,True,2025-04-19 20:01:36,savings,150000000
170,4801069380778454,71338684,False,2025-04-30 15:01:36,credit,150000000
48,2300594031423591,171988274,True,2025-04-01 18:01:36,debit,150000000
223,3931340970713851,111627256,False,2025-04-16 07:01:36,credit,150000000
85,8012510563042334,187937208,True,2025-03-21 20:01:36,debit,150000000
98,1043416659685568,241541703,True,2025-03-25 00:01:36,debit,150000000
256,8737208000290418,284080931,True,2025-03-08 07:01:36,savings,150000000
487,8288845463812691,132277159,False,2025-03-24 22:01:36,savings,150000000
260,1553475717361545,182243739,True,2025-03-15 01:01:36,savings,150000000
33,3327031662331826,108826791,False,2025-04-08 08:01:36,debit,150000000
345,0243223056070474,60206905,False,2025-04-10 18:01:36,credit,150000000
21,2880241742997716,175909341,True,2025-04-06 14:01:36,credit,150000000
441,3109570368497249,7919028,False,2025-03-26 21:01:36,savings,150000000
91,0443271571920683,183856120,True,2025-03-30 03:01:36,savings,150000000
165,5226467136923220,150874129,True,2025-04-11 07:01:36,debit,150000000
243,3969347894772400,60463315,False,2025-03-05 05:01:36,savings,150000000
206,0814162361766529,51920425,False,2025-04-17 02:01:36,credit,150000000
281,3347379207657493,34211156,False,2025-03-17 21:01:36,credit,150000000
30,0015093662152717,181564586,True,2025-03-19 15:01:36,credit,150000000
56,0772241692786446,59721438,False,2025-03-10 16:01:36,savings,150000000
239,8326357391167396,30058935,False,2025-04-29 13:01:36,credit,150000000
332,4809113048277298,290693488,True,2025-04-17 08:01:36,debit,150000000
149,2315802841879261,170310945,True,2025-03-13 11:01:36,credit,150000000
183,1914510960998243,142864026,False,2025-03-14 16:01:36,debit,150000000
93,1734687052751508,84489128,False,2025-04-04 16:01:36,debit,150000000
389,8767568754863009,267849262,True,2025-04-24 19:01:36,credit,150000000
337,3463736842983413,200901050,True,2025-04-12 23:01:36,savings,150000000
368,2600326007325337,181780945,True,2025-03-14 10:01:36,savings,150000000
431,7180764670278117,62395716,False,2025-03-07 16:01:36,credit,150000000
353,6430833669622708,101277700,False,2025-03-29 09:01:36,savings,150000000
170,5230774269036149,209534472,True,2025-04-15 13:01:36,savings,150000000
154,7573681738259288,295005217,True,2025-03-28 07:01:36,debit,150000000
259,9934169216127781,281261153,True,2025-04-23 20:01:36,savings,150000000
3,9520227830517403,289266739,True,2025-03-29 13:01:36,savings,150000000
67,7793041163959995,94625485,False,2025-04-22 20:01:36,debit,150000000
416,7535628695083107,164995091,True,2025-03-05 11:01:36,debit,150000000
401,8049691929020014,85865933,False,2025-04-15 14:01:36,savings,150000000
76,3327489726150837,38131613,False,2025-04-05 02:01:36,savings,150000000
237,3642057740054419,252492696,True,2025-03-16 16:01:36,savings,150000000
355,6476136334953800,299495012,True,2025-04-27 08:01:36,debit,150000000
40,6605015848417057,293910087,True,2025-04-13 14:01:36,debit,150000000
20,8559330544708018,70523814,False,2025-04-04 14:01:36,debit,150000000
417,5514515144165454,133040733,False,2025-04-09 14:01:36,credit,150000000
216,7840360044088713,188096687,True,2025-04-04 19:01:36,debit,150000000
389,3100860825623406,108287539,False,2025-04-09 09:01:36,credit,150000000
172,9667909242622684,121448757,False,2025-04-29 16:01:36,debit,150000000
14,6544346904911880,46191019,False,2025-04-25 23:01:36,credit,150000000
497,4642244990902828,266793411,True,2025-04-23 21:01:36,credit,150000000
197,7866202184483025,179433392,True,2025-04-19 04:01:36,debit,150000000
64,8076077511206276,287964653,True,2025-03-31 09:01:36,savings,150000000
147,8529831041457624,202707980,True,2025-04-25 05:01:36,credit,150000000
293,4970896596979322,99901817,False,2025-04-22 20:01:36,debit,150000000
45,1727315843098707,286861063,True,2025-03-26 10:01:36,credit,150000000
484,3416127751251916,274964376,True,2025-03-23 16:01:36,savings,150000000
277,6426728482978092,121557190,False,2025-03-09 05:01:36,savings,150000000
327,7872117104751122,46901466,False,2025-03-25 10:01:36,debit,150000000
144,4579964642354296,60759638,False,2025-03-23 23:01:36,credit,150000000
166,3387373152987659,134517763,False,2025-04-22 19:01:36,credit,150000000
133,2051252324084982,4776082,False,2025-05-01 03:01:36,debit,150000000
140,9350296854828087,233349990,True,2025-03-31 00:01:36,debit,150000000
113,0079659367358562,157445460,True,2025-03-26 17:01:36,savings,150000000
229,8216152110355935,236651918,True,2025-04-06 06:01:36,savings,150000000
180,2566369933115812,47716352,False,2025-04-04 01:01:36,debit,150000000
136,2505415966887705,105671878,False,2025-04-21 22:01:36,savings,150000000
426,2788536221404589,263103711,True,2025-05-02 04:01:36,savings,150000000
189,9839406362567096,195141808,True,2025-04-23 05:01:36,credit,150000000
164,9235527141993158,196909291,True,2025-03-16 06:01:36,debit,150000000
417,0123651768304874,254442775,True,2025-04-27 05:01:36,savings,150000000
280,0760080018064839,138022377,False,2025-03-21 08:01:36,debit,150000000
482,2268847187503922,114255049,False,2025-03-07 18:01:36,debit,150000000
216,4360895143302216,160538277,True,2025-03-26 20:01:36,debit,150000000
452,1025264481376650,253849065,True,2025-04-27 01:01:36,debit,150000000
282,7403383653210741,137991659,False,2025-04-04 06:01:36,savings,150000000
430,0831763591495468,118212913,False,2025-03-29 08:01:36,debit,150000000
75,5490738534480222,223226822,True,2025-04-07 13:01:36,credit,150000000
492,6020504443830999,139579791,False,2025-03-19 17:01:36,savings,150000000
412,8876023442814657,97041740,False,2025-03-30 02:01:36,savings,150000000
5,5421507549871829,21487056,False,2025-04-12 05:01:36,savings,150000000
296,3190681200236423,180870809,True,2025-04-05 14:01:36,savings,150000000
475,0808748886778267,48734414,False,2025-03-07 22:01:36,debit,150000000
154,1088081719385105,151726588,True,2025-03-14 10:01:36,credit,150000000
495,2958026546726329,124278731,False,2025-04-27 01:01:36,credit,150000000
319,0077971379173096,297165473,True,2025-05-04 00:01:36,savings,150000000
2,9180742599929216,136506040,False,2025-03-17 00:01:36,credit,150000000
84,9108172591980471,151837591,True,2025-03-10 01:01:36,savings,150000000
401,9901316857708666,281764890,True,2025-04-11 15:01:36,debit,150000000
357,2877603749298788,68937671,False,2025-04-11 10:01:36,debit,150000000
345,1789406020768367,74347465,False,2025-04-14 12:01:36,savings,150000000
265,8450976985964806,240886794,True,2025-03-27 21:01:36,savings,150000000
118,9430875078011859,181246605,True,2025-04-24 21:01:36,debit,150000000
405,2133586665207889,201103728,True,2025-04-22 07:01:36,credit,150000000
273,2344426537177910,198882479,True,2025-04-05 17:01:36,debit,150000000
331,2722188222930711,86188679,False,2025-04-03 01:01:36,savings,150000000
199,9764081699660592,110118059,False,2025-04-30 12:01:36,savings,150000000
271,6962522751859812,240296402,True,2025-03-19 00:01:36,credit,150000000
474,9062465927538961,230486493,True,2025-03-04 22:01:36,debit,150000000
140,2112958361179728,170280730,True,2025-04-17 12:01:36,credit,150000000
299,9939242438477000,169690830,True,2025-03-31 03:01:36,credit,150000000
493,6315112736131670,234445118,True,2025-03-13 17:01:36,savings,150000000
288,6852179532129874,183815335,True,2025-04-20 12:01:36,debit,150000000
223,4503282712399069,78537239,False,2025-04-17 09:01:36,savings,150000000
16,9689806590616268,278634303,True,2025-03-29 03:01:36,credit,150000000
89,2855727687951891,202605201,True,2025-04-29 11:01:36,savings,150000000
476,1817710437716972,211198748,True,2025-04-11 00:01:36,savings,150000000
72,5761289901320459,227118641,True,2025-04-09 08:01:36,debit,150000000
37,1374743352820740,146256141,False,2025-03-14 08:01:36,debit,150000000
27,8035447526323560,42021385,False,2025-03-20 08:01:36,savings,150000000
256,0732527986094394,172375275,True,2025-03-31 19:01:36,savings,150000000
47,0624218664691137,9811875,False,2025-04-10 20:01:36,debit,150000000
101,8705304106600381,200601087,True,2025-03-06 16:01:36,savings,150000000
71,8355691036997376,104776052,False,2025-04-23 06:01:36,debit,150000000
298,4633596466149003,81134520,False,2025-04-16 03:01:36,savings,150000000
180,3413094117543343,65949426,False,2025-04-18 14:01:36,savings,150000000
439,5463318144327430,137757118,False,2025-04-22 05:01:36,credit,150000000
412,0785173044553222,14862218,False,2025-03-15 01:01:36,credit,150000000
446,7612206783129642,193732770,True,2025-04-24 02:01:36,debit,150000000
369,5468532081195327,88211889,False,2025-05-04 07:01:36,credit,150000000
106,8719104080495002,194170138,True,2025-03-12 08:01:36,credit,150000000
289,9287111995246996,299784032,True,2025-03-08 02:01:36,savings,150000000
498,4258084517209940,200315485,True,2025-05-03 14:01:36,savings,150000000
210,0750957597158356,247101862,True,2025-03-17 06:01:36,debit,150000000
217,4904061971643527,184604581,True,2025-04-15 03:01:36,debit,150000000
219,8641984234679037,82932253,False,2025-04-27 09:01:36,debit,150000000
216,7008015448591614,59879067,False,2025-03-11 16:01:36,credit,150000000
266,5322869460633837,143434400,False,2025-03-16 08:01:36,debit,150000000
415,0545107406430875,87663267,False,2025-04-16 07:01:36,credit,150000000
461,6441927646211987,219703786,True,2025-03-19 00:01:36,credit,150000000
69,3068143041841762,136737858,False,2025-03-21 06:01:36,credit,150000000
101,5531345090414450,208958499,True,2025-03-25 13:01:36,savings,150000000
474,9174311727454495,61199760,False,2025-04-23 21:01:36,credit,150000000
468,4152801733155278,10306750,False,2025-04-09 17:01:36,savings,150000000
268,7633030327046520,141498662,False,2025-03-26 06:01:36,savings,150000000
386,2790749466343980,132041269,False,2025-04-08 21:01:36,debit,150000000
466,7067596420306104,72218044,False,2025-03-30 13:01:36,debit,150000000
330,0493274762966573,35569663,False,2025-03-06 15:01:36,credit,150000000
52,2318801682954175,31670273,False,2025-04-28 17:01:36,savings,150000000
329,7795058814140032,48176528,False,2025-03-11 19:01:36,debit,150000000
380,6687191488252249,49121965,False,2025-04-18 15:01:36,savings,150000000
170,4809155946159457,253485675,True,2025-04-18 12:01:36,debit,150000000
279,2298104475806899,89941231,False,2025-04-13 06:01:36,debit,150000000
429,7178332006843317,113677537,False,2025-03-27 17:01:36,savings,150000000
314,6307322729561714,128260106,False,2025-03-26 21:01:36,debit,150000000
333,0943351008707400,137071269,False,2025-03-06 00:01:36,credit,150000000
175,4852855810038682,255181436,True,2025-04-28 08:01:36,savings,150000000
221,1931766014151821,121000049,False,2025-04-27 15:01:36,savings,150000000
392,2917534343508313,102102243,False,2025-04-03 09:01:36,credit,150000000
187,7915773236549397,41265136,False,2025-04-25 16:01:36,savings,150000000
318,5703040861451941,184288323,True,2025-04-09 08:01:36,savings,150000000
205,9222776458104157,134184054,False,2025-04-27 16:01:36,savings,150000000
103,3222216493799823,258694724,True,2025-04-30 12:01:36,savings,150000000
391,3561022894700180,221568993,True,2025-03-05 02:01:36,savings,150000000
58,5768781175306231,26585131,False,2025-04-11 21:01:36,savings,150000000
204,2079941762608969,39281705,False,2025-03-26 17:01:36,debit,150000000
17,6420285108496078,204816714,True,2025-04-28 04:01:36,savings,150000000
418,7758358789022663,270397440,True,2025-04-28 02:01:36,credit,150000000
246,0467128042096023,23276949,False,2025-03-10 00:01:36,savings,150000000
380,1414917191260773,180264292,True,2025-05-03 06:01:36,debit,150000000
459,1366849914108213,59388122,False,2025-04-13 00:01:36,savings,150000000
482,0642798940505592,156626442,True,2025-04-08 14:01:36,savings,150000000
391,3338481725783740,109604754,False,2025-04-14 19:01:36,credit,150000000
212,6675669004028197,102205462,False,2025-04-23 13:01:36,credit,150000000
487,3763806882802197,110057944,False,2025-03-05 08:01:36,credit,150000000
454,2333924716194742,118871295,False,2025-04-01 12:01:36,credit,150000000
396,6611707304641655,130556184,False,2025-03-18 14:01:36,debit,150000000
350,7433838757870760,248644022,True,2025-03-11 00:01:36,savings,150000000
32,9529952503789902,45687756,False,2025-03-07 09:01:36,credit,150000000
281,2959223996029319,46411291,False,2025-04-02 15:01:36,credit,150000000
134,8081673803837651,52795349,False,2025-04-02 12:01:36,debit,150000000
28,4128168874800771,100266652,False,2025-03-18 15:01:36,debit,150000000
78,4146194931938811,214489123,True,2025-03-13 13:01:36,savings,150000000
487,3347926354033420,72918992,False,2025-03-15 03:01:36,debit,150000000
344,6670920465190078,226913738,True,2025-03-08 19:01:36,credit,150000000
95,0851711426761093,208848356,True,2025-04-04 23:01:36,debit,150000000
140,9783970587417152,160304139,True,2025-03-07 17:01:36,debit,150000000
368,2123895073442739,104436290,False,2025-04-15 18:01:36,credit,150000000
21,5617003756872453,163303247,True,2025-04-10 08:01:36,credit,150000000
475,0390890155668843,296335835,True,2025-04-21 09:01:36,savings,150000000
289,1035025832383401,57796010,False,2025-03-31 22:01:36,savings,150000000
227,5025475253900734,65641417,False,2025-03-24 16:01:36,savings,150000000
7,4644286926009712,257415596,True,2025-04-12 01:01:36,savings,150000000
206,4839646164969536,202269798,True,2025-03-20 16:01:36,debit,150000000
124,0684946459067611,83412930,False,2025-03-08 21:01:36,savings,150000000
34,3683937848906280,108039719,False,2025-04-26 14:01:36,debit,150000000
29,2851493497776407,219172511,True,2025-04-22 19:01:36,debit,150000000
357,7379472419171067,23232128,False,2025-04-13 08:01:36,credit,150000000
350,2230340130890547,16506510,False,2025-04-19 09:01:36,debit,150000000
65,2166423553410163,48521770,False,2025-04-08 14:01:36,debit,150000000
353,6721430159564022,278568766,True,2025-04-07 02:01:36,debit,150000000
125,4703316430765563,172071865,True,2025-03-26 12:01:36,debit,150000000
335,0871450978637413,105472710,False,2025-04-18 08:01:36,debit,150000000
337,7706906971810066,222710543,True,2025-04-02 11:01:36,savings,150000000
76,9764366518970820,177823015,True,2025-04-14 06:01:36,savings,150000000
498,7142831181164284,296928135,True,2025-04-13 11:01:36,credit,150000000
102,3983038464935201,90349085,False,2025-04-21 21:01:36,debit,150000000
217,8077701124678028,108470513,False,2025-05-04 12:01:36,debit,150000000
37,1922840495977107,90591788,False,2025-04-30 22:01:36,debit,150000000
108,6428759718621108,77899630,False,2025-04-22 18:01:36,credit,150000000
380,3386487538821368,179812410,True,2025-04-02 13:01:36,credit,150000000
482,2526205344094887,237377276,True,2025-03-24 14:01:36,debit,150000000
215,0198041966379868,157379632,True,2025-04-13 08:01:36,debit,150000000
380,9621559645834386,107718973,False,2025-03-07 21:01:36,credit,150000000
185,1168557597041051,151513153,True,2025-05-01 02:01:36,savings,150000000
31,5840384457522027,195271998,True,2025-04-29 08:01:36,credit,150000000
330,2955855256884210,130221886,False,2025-03-21 07:01:36,savings,150000000
374,1479010185393809,93992000,False,2025-03-25 15:01:36,debit,150000000
214,1885606392311519,276152025,True,2025-04-20 05:01:36,credit,150000000
78,4545962269767628,80552184,False,2025-04-29 08:01:36,savings,150000000
305,0620437410206535,111117715,False,2025-03-08 09:01:36,savings,150000000
146,5879873168665725,125012738,False,2025-04-18 02:01:36,credit,150000000
120,5357589108370660,277589731,True,2025-03-27 21:01:36,savings,150000000
271,4070647186322380,105016189,False,2025-04-16 01:01:36,savings,150000000
215,1843636924769638,226860002,True,2025-03-16 14:01:36,credit,150000000
401,3466348933286884,139463644,False,2025-04-12 10:01:36,debit,150000000
377,8698336539032678,244694114,True,2025-05-04 02:01:36,debit,150000000
483,0653848107150456,150670796,True,2025-04-24 12:01:36,credit,150000000
448,4575493213487783,92695683,False,2025-03-18 21:01:36,debit,150000000
292,0914901591604590,52279617,False,2025-03-22 19:01:36,credit,150000000
322,7035787075053344,96506925,False,2025-03-30 23:01:36,savings,150000000
119,5524005673123979,7827875,False,2025-04-05 23:01:36,credit,150000000
50,5239556418940886,22341525,False,2025-04-12 20:01:36,debit,150000000
300,1609367003167915,63137089,False,2025-03-06 13:01:36,credit,150000000
401,0392821575462592,173954250,True,2025-03-29 02:01:36,credit,150000000
401,5030907062266074,284613584,True,2025-04-09 03:01:36,savings,150000000
45,5913457544980544,32988101,False,2025-03-29 22:01:36,savings,150000000
114,6387278318861834,218226119,True,2025-04-06 03:01:36,debit,150000000
365,7357761438498656,15186890,False,2025-03-25 12:01:36,savings,150000000
179,3430370671153622,240298412,True,2025-04-29 17:01:36,debit,150000000
11,3806842672127360,269444211,True,2025-04-28 09:01:36,debit,150000000
92,2426628432374785,37542397,False,2025-04-10 04:01:36,debit,150000000
12,6037273178636991,52633277,False,2025-03-31 14:01:36,savings,150000000
387,4366963073207797,250959935,True,2025-03-21 05:01:36,credit,150000000
144,7478511378875301,97053196,False,2025-03-26 19:01:36,debit,150000000
265,9678876439182509,206649707,True,2025-04-29 13:01:36,savings,150000000
89,1409241579590645,221089640,True,2025-04-11 13:01:36,savings,150000000
115,1885749491495667,6513878,False,2025-03-10 16:01:36,debit,150000000
394,0440538932452634,173079523,True,2025-04-12 13:01:36,savings,150000000
443,3512297073167658,249428874,True,2025-03-22 09:01:36,debit,150000000
357,1081664500453758,183422822,True,2025-04-09 12:01:36,savings,150000000
451,1667901133183022,254009465,True,2025-03-31 16:01:36,debit,150000000
21,9081854495615620,107124688,False,2025-03-23 10:01:36,debit,150000000
299,9837273169449804,214308175,True,2025-04-25 20:01:36,savings,150000000
324,1137134966769294,107103107,False,2025-03-16 20:01:36,credit,150000000
489,1639852375603799,133315517,False,2025-03-31 20:01:36,savings,150000000
468,5087064365792948,286786315,True,2025-03-22 20:01:36,debit,150000000
5,3660076586348259,94705032,False,2025-03-08 11:01:36,savings,150000000
263,6221142411407320,243715830,True,2025-03-05 15:01:36,savings,150000000
452,8055742772626480,168539982,True,2025-03-17 15:01:36,savings,150000000
151,9140742223766170,278112332,True,2025-04-17 05:01:36,credit,150000000
219,7222583270537916,169674864,True,2025-04-04 06:01:36,debit,150000000
